x,y,z,NU-AP00001,NU-AP00002,NU-AP00003,NU-AP00004,NU-AP00005,NU-AP00006,NU-AP00007,NU-AP00008,NU-AP00009,NU-AP01010,NU-AP01011,NU-AP01013,NU-AP01014,NU-AP01015,NU-AP01016,NU-AP01017,NU-AP01018,NU-AP01019,NU-AP01020,NU-AP01021,NU-AP01022,NU-AP01023,NU-AP01024,NU-AP01025,NU-AP01026,NU-AP01027,NU-AP01028,NU-AP01029,NU-AP02030,NU-AP02031,NU-AP02032,NU-AP02033,NU-AP02034,NU-AP02035,NU-AP02036,NU-AP02037,NU-AP02038,NU-AP02039,NU-AP02040,NU-AP02041,NU-AP02042,NU-AP02043,NU-AP02044,NU-AP02045,NU-AP02046,NU-AP02047,NU-AP02048,NU-AP02049,NU-AP02050,NU-AP02051,NU-AP02052,NU-AP02053,NU-AP02054,NU-AP02055,NU-AP02056,NU-AP02057,NU-AP02058,NU-AP02059,NU-AP02060,NU-AP02061,NU-AP03062,NU-AP03063,NU-AP03064,NU-AP03065,NU-AP03066,NU-AP03067,NU-AP03068,NU-AP03069,NU-AP03070,NU-AP03071,NU-AP03072,NU-AP03073,NU-AP03074,NU-AP03075,NU-AP03076,NU-AP03077,NU-AP03078,NU-AP03079,NU-AP03080,NU-AP03081,NU-AP03082,NU-AP03083,NU-AP03084,NU-AP03085,NU-AP03086,NU-AP03087,NU-AP04088,NU-AP04089,NU-AP04090,NU-AP04091,NU-AP04092,NU-AP04093,NU-AP04094,NU-AP04095,NU-AP04096,NU-AP04097,NU-AP04098,NU-AP04099,NU-AP04100,NU-AP04101,NU-AP04102,NU-AP04103,NU-AP04104,NU-AP04105,NU-AP04106,NU-AP04107,NU-AP04108,NU-AP04109,NU-AP04110,NU-AP04111,NU-AP04112,NU-AP04113,NU-AP04114,NU-AP04333,NU-AP05115,NU-AP05116,NU-AP05117,NU-AP05118,NU-AP05119,NU-AP05120,NU-AP05121,NU-AP05122,NU-AP05123,NU-AP05124,NU-AP05125,NU-AP05126,NU-AP05127,NU-AP05128,NU-AP05129,NU-AP05130,NU-AP05131,NU-AP05132,NU-AP05133,NU-AP05134,NU-AP05135,NU-AP05136,NU-AP05137,NU-AP05138,NU-AP05139,NU-AP05140,NU-AP05326,NU-AP05327,NU-AP05328,NU-AP06141,NU-AP06142,NU-AP06143,NU-AP06144,NU-AP06145,NU-AP06146,NU-AP06147,NU-AP06148,NU-AP06149,NU-AP06150,NU-AP06151,NU-AP06152,NU-AP06153,NU-AP06154,NU-AP06155,NU-AP06156,NU-AP06157,NU-AP06158,NU-AP06159,NU-AP06160,NU-AP06161,NU-AP06162,NU-AP06163,NU-AP06164,NU-AP06165,NU-AP06166,NU-AP06167,NU-AP06168,NU-AP06169,NU-AP06170,NU-AP06329,NU-AP06330,NU-AP06331,NU-AP06332,NU-AP07171,NU-AP07172,NU-AP07173,NU-AP07174,NU-AP07175,NU-AP07176,NU-AP07177,NU-AP07178,NU-AP07179,NU-AP07180,NU-AP07181,NU-AP07182,NU-AP07183,NU-AP07184,NU-AP07185,NU-AP07186,NU-AP07187,NU-AP07188,NU-AP07189,NU-AP07190,NU-AP07191,NU-AP07192,NU-AP07193,NU-AP07194,NU-AP07292,NU-AP07293,NU-AP07294,NU-AP07295,NU-AP07296,NU-AP07297,NU-AP07298,NU-AP07299,NU-AP07300,NU-AP07301,NU-AP08195,NU-AP08196,NU-AP08197,NU-AP08198,NU-AP08199,NU-AP08200,NU-AP08201,NU-AP08202,NU-AP08203,NU-AP08204,NU-AP08205,NU-AP08206,NU-AP08207,NU-AP08208,NU-AP08209,NU-AP08210,NU-AP08211,NU-AP08212,NU-AP08213,NU-AP08302,NU-AP08304,NU-AP08305,NU-AP08306,NU-AP08307,NU-AP08308,NU-AP09214,NU-AP09215,NU-AP09216,NU-AP09217,NU-AP09218,NU-AP09219,NU-AP09220,NU-AP09221,NU-AP09222,NU-AP09223,NU-AP09224,NU-AP09225,NU-AP09226,NU-AP09227,NU-AP09228,NU-AP09229,NU-AP09230,NU-AP09231,NU-AP09232,NU-AP09233,NU-AP09234,NU-AP09309,NU-AP09310,NU-AP09311,NU-AP09312,NU-AP09313,NU-AP10235,NU-AP10236,NU-AP10237,NU-AP10238,NU-AP10239,NU-AP10240,NU-AP10241,NU-AP10242,NU-AP10243,NU-AP10244,NU-AP10245,NU-AP10246,NU-AP10247,NU-AP10248,NU-AP10249,NU-AP10250,NU-AP10251,NU-AP10252,NU-AP10314,NU-AP10315,NU-AP10316,NU-AP10317,NU-AP10318,NU-AP11253,NU-AP11254,NU-AP11255,NU-AP11256,NU-AP11257,NU-AP11258,NU-AP11259,NU-AP11260,NU-AP11261,NU-AP11262,NU-AP11263,NU-AP11264,NU-AP11265,NU-AP11266,NU-AP11267,NU-AP11268,NU-AP11269,NU-AP11270,NU-AP11271,NU-AP11319,NU-AP11320,NU-AP11321,NU-AP11322,NU-AP12272,NU-AP12273,NU-AP12274,NU-AP12275,NU-AP12276,NU-AP12278,NU-AP12279,NU-AP12280,NU-AP12281,NU-AP12282,NU-AP12283,NU-AP12284,NU-AP12285,NU-AP12323,NU-AP12324,NU-AP12325,
6,25.4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-80,-81,1,-83,-61,-46,-79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
6,25.4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-80,1,1,-84,-62,-46,1,-81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
6,25.4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-79,1,1,-83,-63,-45,-83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
6,25.4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-79,1,1,-83,-62,-45,-80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
6,25.4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-80,-82,1,-83,-61,-46,-82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
6,25.4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-80,-82,1,-84,-62,-45,-81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
6,25.4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-78,1,1,1,-62,1,-80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
6,25.4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-80,1,1,1,-66,-45,-78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
6,25.4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-80,1,1,-86,-66,-44,-77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
6,25.4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-79,1,1,1,-64,-44,-80,1,1,1,1,1,1,1,1,1,1,1,1,1,-82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
